generator,number,operator,zone,max_quantity,min_quantity
UP_DI2061_NORD_C,1107,"['DUFENERGY TRADING SA', 'DXT COMMODITIES SA']",['NORD'],719845,1
UP_MALGA_MAR_1,1108,['DOLOMITI ENERGIA TRADING SPA'],['NORD'],55,6
UP_RONCOVALG_1,1109,"['Bilateralista', 'ENEL PRODUZIONE S.P.A.']",['NORD'],5265924,0
UP_DI2055_SARD_C,1110,"['EGO TRADE SRL', 'EGO TRADE SPA']",['SARD'],52846,1
UP_TORRITE_1,1111,"['ENEL PRODUZIONE S.P.A.', 'Bilateralista']",['CNOR'],328256,0
UP_DI2055_NORD_C,1112,"['EGO TRADE SRL', 'EGO TRADE SPA']",['NORD'],1082744,37.54
UP_DI2336_NORD_G,1113,['GNERA ENERGIA Y TECNOLOGIA'],['NORD'],5943,3962
UP_DRCANISTRO_2,1114,['BURGO ENERGIA S.R.L.'],['CSUD'],6437,101
UP_DI2055_NORD_A,1115,"['EGO TRADE SRL', 'EGO TRADE SPA']",['NORD'],133.17,4506
UP_DI2055_CSUD_G,1116,"['EGO TRADE SRL', 'EGO TRADE SPA']",['CSUD'],18453,1
UP_DI2182_SUD_G,1117,['ENOI S.P.A.'],['SUD'],57837,1
UP_SGIACOMO_3,1118,"['ENEL PRODUZIONE S.P.A.', 'Bilateralista']",['CSUD'],1432977,0
UP_DI2046_NORD_C,1119,['SHELL ENERGY EUROPE LIMITED'],['NORD'],1023,1
UP_LTMPPSANIA_1,1120,"['ALPIQ SA', 'Bilateralista', 'ALPIQ AG']",['SICI'],207334,3
UP_DI8888_SARD_X,1121,['GSE SPA'],['SARD'],4.05,0.02
UP_DI2005_NORD_B,1122,['Bilateralista'],['NORD'],8.72,145
UP_MARLENG.M_1,1123,"['EDISON SPA', 'Bilateralista', 'ALPERIA ENERGY SRL']",['NORD'],57904,0.5
UP_IIISALTO_1,1124,['EUROPE ENERGY S.P.A.'],['NORD'],31275,0.9
UP_PREDAZZO_1,1125,['DOLOMITI ENERGIA TRADING SPA'],['NORD'],30,1
UP_DI1999_SUD_A,1126,['DUFERCO ENERGIA S.p.A.'],['SUD'],17799,28
UP_CNTRDCOLLA_1,1127,['ENEL PRODUZIONE S.P.A.'],['SICI'],31713,17
UP_DI1999_SICI_C,1128,['DUFERCO ENERGIA S.p.A.'],['SICI'],12037,1
UP_DI2061_SARD_C,1129,"['DUFENERGY TRADING SA', 'DXT COMMODITIES SA']",['SARD'],186993,1
UP_DI1999_NORD_G,1130,['DUFERCO ENERGIA S.p.A.'],['NORD'],46972,1
UPV_SWGDOENRDJYO,1131,['NEAS ENERGY A/S'],['SVIZ'],1319,1
UP_SORA_2,1132,['BURGO ENERGIA S.R.L.'],['CSUD'],78,8
UP_PANNI_1,1133,['ERG POWER GENERATION S.P.A.'],['SUD'],48644,6
UP_CNTRLLTTRC_11,1134,"['GREEN NETWORK SPA', 'EVIVA SPA']",['SARD'],8718,0.5
UP_LTRZWNDFRM_1,1135,"['ERG POWER GENERATION S.P.A.', 'EDP RENEWABLES ITALIA HOLDING SRL']",['BRNN'],54042,14
UP_DI2055_SICI_A,1136,"['EGO TRADE SPA', 'EGO TRADE SRL']",['SICI'],26256,61
UP_SNMRCNLMIS_1,1137,['TRAILSTONE GMBH'],['SUD'],304.07,0.01
UP_SAMPEYRE_1,1138,"['ENEL PRODUZIONE S.P.A.', 'Bilateralista']",['NORD'],52072,2932
UP_MONTEVERD_1,1139,['ENEL PRODUZIONE S.P.A.'],['CNOR'],30.2,8.1
UP_BALSORANO_1,1140,"['Bilateralista', 'ENEL PRODUZIONE S.P.A.']",['CSUD'],30652,736
UP_DI1999_NORD_B,1141,['DUFERCO ENERGIA S.p.A.'],['NORD'],11358,1
UP_BUSSI_1,1142,['EDISON SPA'],['CSUD'],755307,1
UP_DI1608_CNOR_C,1143,['AXOPOWER SPA'],['CNOR'],987,1
UP_SONDEL_TE_1,1144,['EDISON SPA'],['CNOR'],92,1
UP_DI1963_CNOR_C,1145,['ILLUMIA Spa'],['CNOR'],171,1
UP_DI2044_NORD_G,1146,['ENGIE ITALIA SPA'],['NORD'],87848,0.06
UP_LVTRNTCET3_1,1147,['GREEN NETWORK SPA'],['BRNN'],128.1,2
UP_SERROLUNGO_1,1148,"['EGO TRADE SRL', 'EGO TRADE SPA']",['SUD'],48,1
UP_DI1928_CSUD_C,1149,"['ECOWAY SPA', 'ZENERGIA SRL']",['CSUD'],4,1
UP_SLDGLRENZA_2,1150,['EDISON SPA'],['NORD'],435,1
UP_BRNDSSUDCE_3,1151,"['ENEL PRODUZIONE S.P.A.', 'Bilateralista']",['BRNN'],3105,0
UP_DI1825_CSUD_G,1152,['EUROPE ENERGY S.P.A.'],['CSUD'],15125,605
UPV_APGM111694E,1153,['Bilateralista'],['AUST'],9,2
UP_AMARONI_1,1154,['ERG POWER GENERATION S.P.A.'],['ROSN'],56241,1
UP_RSMAGGIORE_1,1155,['GSE SPA'],['CSUD'],28.49,1
UP_ANDONNO_C_1,1156,"['ENEL PRODUZIONE S.P.A.', 'Bilateralista']",['NORD'],71476,9924
UP_SNTNDRNRGP_1,1157,"['AXPO ITALIA SPA', 'DUFENERGY TRADING SA', 'DXT COMMODITIES SA']",['NORD'],286151,4245
UP_BUTERA_1,1158,['DXT COMMODITIES SA'],['SICI'],54,3415
UP_ENNA_1,1159,"['ENGIE ITALIA SPA', 'FRI-EL TRADING SRL']",['SICI'],111.4,1.64
UP_DI0367_CNOR_A,1160,['CRE SCPA CONSORZIO PER LE RISORSE ENERGETICHE SCPA'],['CNOR'],34793,114
UP_STRRNMANNA_1,1161,['ENEL PRODUZIONE S.P.A.'],['SARD'],59465,31
UP_MUSCHIOSO_1,1162,"['ENEL PRODUZIONE S.P.A.', 'Bilateralista']",['NORD'],15599,2.5
UP_DI1621_SUD_C,1163,['ENERGY.DIS S.R.L.'],['SUD'],120,1
UP_DI2055_NORD_G,1164,"['EGO TRADE SRL', 'EGO TRADE SPA']",['NORD'],107397,28
UP_CTNUCENORD_3,1165,"['Bilateralista', 'ERG POWER GENERATION S.P.A.']",['SICI'],870,0.1
UP_COTILIA_1,1166,"['Bilateralista', 'ERG POWER GENERATION S.P.A.']",['CNOR'],296,20.1
UP_DI1621_NORD_G,1167,['ENERGY.DIS S.R.L.'],['NORD'],17606,1
UPV_HELM104507R,1168,['GREEK ENVIRONMENTAL & ENERGY NETWORK'],['GREC'],20,5
UP_PRCLCDCMPG_1,1169,"['EDISON SPA', 'ENEL PRODUZIONE S.P.A.']",['CSUD'],40037,1
UP_BISACCIA_1,1170,"['EGO TRADE SRL', 'EGO TRADE SPA']",['CSUD'],25768,1
UP_DI2525_SICI_C,1171,"['ECOWAY SRL', 'ECOWAY SPA']",['SICI'],32893,1
UP_DI1516_SUD_C,1172,"['Bilateralista', 'ALPIQ AG']",['SUD'],14246,267
UP_DI1516_SUD_A,1173,"['Bilateralista', 'ALPIQ AG']",['SUD'],35022,1
UP_PIAN_DELL_1,1174,"['ENEL PRODUZIONE S.P.A.', 'Bilateralista']",['CNOR'],38856,2992
UP_DI1516_SICI_C,1175,"['Bilateralista', 'ALPIQ AG']",['SICI'],69555,3
UPV_SWGYOEES-TGO,1176,['UNIPER GLOBAL COMMODITIES SE'],['SVIZ'],342,11
UP_BADUOZZAN_1,1177,"['Bilateralista', 'ENEL PRODUZIONE S.P.A.']",['SARD'],92668,0
UP_PRCLCMRCRL_1,1178,"['DUFENERGY TRADING SA', 'DXT COMMODITIES SA']",['SUD'],139.92,0.07
UPV_SWGM105401O,1179,"['DUFENERGY TRADING SA', 'DXT COMMODITIES SA', 'Bilateralista']",['SVIZ'],70,8
UP_DI1196_CSUD_C,1180,['DANSKE COMMODITIES A.S'],['CSUD'],560.86,14.42
UP_CNTRLDSCND_2,1181,"['EP PRODUZIONE SPA', 'A2A SPA', 'Bilateralista']",['ROSN'],2302,0.1
UP_DI1196_SICI_C,1182,['DANSKE COMMODITIES A.S'],['SICI'],66.23,6.74
UP_DI0156_NORD_G,1183,"['Bilateralista', 'ALPIQ ENERGIA ITALIA S.p.A.']",['NORD'],160451,1
UP_CHAMPAGNE_3,1184,['Bilateralista'],['NORD'],22.4,1
UP_AVIGLAINO_1,1185,['ERG POWER GENERATION S.P.A.'],['SUD'],34815,1
UP_DI1196_SARD_C,1186,['DANSKE COMMODITIES A.S'],['SARD'],78.61,7.87
UP_PORTO_COR_3,1187,"['Bilateralista', 'ENEL PRODUZIONE S.P.A.']",['NORD'],1765,0
UP_DI1156_NORD_C,1188,['EVIVA SPA'],['NORD'],1807631,1
UP_DI1174_CSUD_C,1189,['ELECTRADE SPA'],['CSUD'],63582,2
UP_DI1196_NORD_C,1190,['DANSKE COMMODITIES A.S'],['NORD'],129.16,9.92
UP_BAGALADI_1,1191,['ENEL PRODUZIONE S.P.A.'],['SUD'],50494,0.06
UP_MANTELERA_1,1192,"['EGO TRADE SRL', 'EGO TRADE SPA']",['NORD'],27.9,5
UP_SANBASILIO_1,1193,['NEXT KRAFTWERKE GMBH'],['SARD'],96.8,0.1
UP_LANUVIO_1,1194,"['EDISON SPA', 'DOLOMITI ENERGIA TRADING SPA']",['CSUD'],44,1
UP_DI1174_SUD_C,1195,['ELECTRADE SPA'],['SUD'],148.5,1
UP_SAVIGNANO_1,1196,"['DUFERCO ENERGIA S.p.A.', 'ENEL PRODUZIONE S.P.A.']",['CSUD'],155793,2
UP_DI1156_SUD_C,1197,['EVIVA SPA'],['SUD'],9637667,4
UP_BOLOGNANO_1,1198,"['Bilateralista', 'ENEL PRODUZIONE S.P.A.']",['CSUD'],56815,15937
UP_PORTOFERR_1,1199,"['Bilateralista', 'ENEL PRODUZIONE S.P.A.']",['CNOR'],48,14
UP_CASTELMAS_1,1200,['AXPO ITALIA SPA'],['NORD'],58124,1
UP_CHATILLON_1,1201,"['C.V.A. TRADING S.R.L. A S.U.', 'Bilateralista']",['NORD'],57,125
UP_DI1174_CNOR_G,1202,['ELECTRADE SPA'],['CNOR'],40.1,2
UP_BARDONECC_1,1203,['ENEL PRODUZIONE S.P.A.'],['NORD'],54998,6002
UP_DI1174_CNOR_B,1204,['ELECTRADE SPA'],['CNOR'],94.33,1
UP_ALTOADDA_1,1205,['EDISON SPA'],['NORD'],1947.5,175
UP_CLNPLDFV20_1,1206,['GSE SPA'],['CSUD'],33442,1
UP_DI1170_SUD_G,1207,"['Bilateralista', 'EDELWEISS ENERGIA S.P.A.']",['SUD'],2.29,1
UP_GIUNCHETTO_1,1208,"['DUFENERGY TRADING SA', 'ENEL PRODUZIONE S.P.A.']",['SICI'],147211,1
UP_DLLLVNQLEA_1,1209,"['ALPIQ SA', 'Bilateralista', 'ALPIQ AG']",['SICI'],135.8,1
UP_CHIVASSO_1,1210,"['A2A SPA', 'Bilateralista']",['NORD'],4031,0.1
UP_DI1170_SICI_C,1211,"['Bilateralista', 'EDELWEISS ENERGIA S.P.A.']",['SICI'],45631,655
UP_PWRCRPMCCH_1,1212,['ENEL PRODUZIONE S.P.A.'],['SARD'],8694,8
UP_NRGAMOLISE_1,1213,"['Bilateralista', 'SORGENIA S.P.A.']",['FOGN'],5045414,254.66
UP_DI0367_SUD_C,1214,['CRE SCPA CONSORZIO PER LE RISORSE ENERGETICHE SCPA'],['SUD'],6966,8
UP_BANZI_1,1215,"['ERG POWER GENERATION S.P.A.', 'EDP RENEWABLES ITALIA HOLDING SRL']",['SUD'],111.75,12
UP_ALFONSINE_1,1216,['EDISON SPA'],['NORD'],77012,1
UP_DI1170_NORD_A,1217,"['Bilateralista', 'EDELWEISS ENERGIA S.P.A.']",['NORD'],106875,5315
UP_GOGLIO_3,1218,"['ENEL PRODUZIONE S.P.A.', 'Bilateralista']",['NORD'],51038,6
UP_DI1608_NORD_C,1219,['AXOPOWER SPA'],['NORD'],1212,1
UP_DI2554_CNOR_C,1220,['BANCO ENERGIA SPA'],['CNOR'],26.96,12
UP_ROTELLO_1,1221,['ERG POWER GENERATION S.P.A.'],['SUD'],109183,6
UP_DI1170_CSUD_Z,1222,"['Bilateralista', 'EDELWEISS ENERGIA S.P.A.']",['CSUD'],5.03,1
UP_CREVOLA_T_1,1223,"['Bilateralista', 'ENEL PRODUZIONE S.P.A.']",['NORD'],92975,32551
UP_CRLENTINI2_1,1224,['ENEL PRODUZIONE S.P.A.'],['SICI'],25774,13
UP_DI1928_NORD_C,1225,"['ZENERGIA SRL', 'ECOWAY SPA', 'Bilateralista']",['NORD'],12.19,1
UP_DI1170_CSUD_B,1226,"['Bilateralista', 'EDELWEISS ENERGIA S.P.A.']",['CSUD'],15036,307
UP_DI1170_CNOR_G,1227,"['Bilateralista', 'EDELWEISS ENERGIA S.P.A.']",['CNOR'],2427,31
UP_HONE2_1,1228,['Bilateralista'],['NORD'],17248,0.5
UP_DI0526_NORD_B,1229,['HERA TRADING S.R.L.'],['NORD'],97658,115
UP_DI1170_CNOR_B,1230,"['Bilateralista', 'EDELWEISS ENERGIA S.P.A.']",['CNOR'],13237,737
UP_LBRNMZZNLL_1,1231,['DUFERCO ENERGIA S.p.A.'],['SUD'],42493,1
UP_BAGNORE_3_1,1232,['ENEL PRODUZIONE S.P.A.'],['CNOR'],41.6,15.1
UP_DI1963_NORD_C,1233,['ILLUMIA Spa'],['NORD'],3921,1
UP_MNTLEONE28_1,1234,"['DUFERCO ENERGIA S.p.A.', 'ENEL PRODUZIONE S.P.A.']",['SUD'],43994,1
UPV_SWGMOEAETRTO,1235,['ALPIQ AG'],['SVIZ'],175,1
UP_CARBOLI_2_1,1236,['ENEL PRODUZIONE S.P.A.'],['CNOR'],32,6.8
UP_SLDGLRENZA_1,1237,['EDISON SPA'],['NORD'],435,0
UP_FUMESANTO2_1,1238,['ENEL PRODUZIONE S.P.A.'],['SARD'],40357,1
UP_DI1621_SICI_C,1239,['ENERGY.DIS S.R.L.'],['SICI'],5926,1
UP_DI0182_CSUD_C,1240,['ENEL PRODUZIONE S.P.A.'],['CSUD'],174046,8781
UP_DI2055_NORD_E,1241,['EGO TRADE SPA'],['NORD'],32019,1.14
UP_DI1079_SUD_G,1242,['FENICE S.P.A.'],['SUD'],6548,102
UP_BONORVA_1,1243,"['EDISON SPA', 'ENEL PRODUZIONE S.P.A.']",['SARD'],147012,2
UP_DI2055_CSUD_B,1244,"['EGO TRADE SRL', 'EGO TRADE SPA']",['CSUD'],31863,1
UP_BOAZZO_1,1245,['DOLOMITI ENERGIA TRADING SPA'],['NORD'],482,0
UP_DI0526_NORD_C,1246,['HERA TRADING S.R.L.'],['NORD'],2824,1
UP_VIZZINI_1,1247,['ERG POWER GENERATION S.P.A.'],['SICI'],69364,14
UP_OSTIGLIA_3,1248,"['Bilateralista', 'EP PRODUZIONE SPA']",['NORD'],3970,1
UP_DI0361_NORD_G,1249,"['EGEA COMMERCIALE S.R.L.', 'Bilateralista']",['NORD'],14.04,92
UP_TRRNTETONA_1,1250,"['ENI SPA', 'Bilateralista']",['SUD'],19,2
UP_DI1170_SUD_C,1251,"['Bilateralista', 'EDELWEISS ENERGIA S.P.A.']",['SUD'],296713,11
UP_DI2554_CSUD_B,1252,['BANCO ENERGIA SPA'],['CSUD'],20093,1
UP_ACCEGLIO_1,1253,"['ENEL PRODUZIONE S.P.A.', 'Bilateralista']",['NORD'],30.69,2087
UP_ACTV_1,1254,['ALPIQ ENERGIA ITALIA S.p.A.'],['NORD'],293.6,10
UP_DI0388_SARD_C,1255,['OTTANA ENERGIA SPA'],['SARD'],30,1
UP_DI2349_SUD_C,1256,['TRAILSTONE GMBH'],['SUD'],5.19,0.01
UP_DI0228_NORD_B,1257,['DOLOMITI ENERGIA TRADING SPA'],['NORD'],55.88,1
UP_DI2433_CSUD_B,1258,['ENERCITY s.r.l.'],['CSUD'],1023,1
UP_DI0370_CNOR_C,1259,['BURGO ENERGIA S.R.L.'],['CNOR'],4055,1
UP_TURBIGO_4,1260,"['Bilateralista', 'IREN ENERGIA SPA']",['NORD'],3644.5,48001
UP_QUERO_1,1261,"['Bilateralista', 'ENEL PRODUZIONE S.P.A.']",['NORD'],66.5,2.2
UP_CLLCPTRMNT_1,1262,"['ENECO SRL', 'EGO TRADE SRL', 'EGO TRADE SPA']",['SUD'],28986,1
UP_ALANNO_1,1263,"['ENEL PRODUZIONE S.P.A.', 'Bilateralista']",['CSUD'],19495,7879
UP_DI2433_CNOR_C,1264,['ENERCITY s.r.l.'],['CNOR'],24793,1
UP_LEINI_1,1265,"['Bilateralista', 'ENGIE ITALIA SPA']",['NORD'],4552,363
UP_LERENI_1,1266,"['Bilateralista', 'EDELWEISS ENERGIA S.P.A.', 'ENEL PRODUZIONE S.P.A.']",['SUD'],56971,1
UP_LASA_ME_1,1267,['EDISON SPA'],['NORD'],420,1
UP_CSTLNVDCNZ_1,1268,"['EDISON SPA', 'ENEL PRODUZIONE S.P.A.']",['CSUD'],19294,1
UP_DI0339_NORD_C,1269,['Bilateralista'],['NORD'],5005,1339
UP_MIMIANI_1,1270,"['DUFERCO ENERGIA S.p.A.', 'ENEL PRODUZIONE S.P.A.']",['SICI'],44244,1
UPV_HELMOEDFRCNR,1271,['DUFERCO ENERGIA S.p.A.'],['GREC'],15,15
UP_CNTRLADRIA_2,1272,"['EGO TRADE SRL', 'EGO TRADE SPA']",['NORD'],20903,1
UP_DI0228_SARD_C,1273,['DOLOMITI ENERGIA TRADING SPA'],['SARD'],3967,1
UP_MONTELUNG_1,1274,"['ENEL PRODUZIONE S.P.A.', 'Bilateralista']",['CSUD'],63.99,6022
UP_DI0312_SUD_C,1275,['GREEN NETWORK SPA'],['SUD'],11558,2
UPV_SWGMOECTSVRO,1276,['C.V.A. TRADING S.R.L. A S.U.'],['SVIZ'],42,2
UP_DI0312_SICI_C,1277,['GREEN NETWORK SPA'],['SICI'],13.46,1
UP_FSSDELLUPO_1,1278,['ERG POWER GENERATION S.P.A.'],['SUD'],249064,0.02
UP_PESCARA_1_1,1279,"['Bilateralista', 'ENEL PRODUZIONE S.P.A.']",['CSUD'],24458,4943
UP_NRGNTSRLBM_1,1280,['DUFERCO ENERGIA S.p.A.'],['SUD'],24076,181
UP_CALICE_1,1281,"['Bilateralista', 'ENEL PRODUZIONE S.P.A.']",['NORD'],38,0.3
UP_DI0312_NORD_C,1282,['GREEN NETWORK SPA'],['NORD'],16996,455
UP_LA_CASELL_3,1283,"['ENEL PRODUZIONE S.P.A.', 'Bilateralista']",['NORD'],1626,0
UP_RICIGLIANO_1,1284,['TRAILSTONE GMBH'],['CSUD'],240.5,0.01
UP_DI0312_CNOR_C,1285,['GREEN NETWORK SPA'],['CNOR'],6512,48
UPV_SWGMOEEISPGO,1286,['AXPO ITALIA SPA'],['SVIZ'],200,1
UP_DI2578_NORD_C,1287,['SEV ENERGIES SPA'],['NORD'],96584,2729
UP_DI2619_SUD_C,1288,['NEXT KRAFTWERKE GMBH'],['SUD'],23.3,0.1
UP_DI0062_NORD_G,1289,['AXPO ITALIA SPA'],['NORD'],18612,1
UPV_SWGYOEAETRTO,1290,['ALPIQ AG'],['SVIZ'],120,2
UP_ROSONE_1,1291,"['Bilateralista', 'IREN ENERGIA SPA']",['NORD'],875,0
UP_DI0361_NORD_C,1292,"['EGEA COMMERCIALE S.R.L.', 'Bilateralista']",['NORD'],9652,1
UP_DI0228_NORD_A,1293,['DOLOMITI ENERGIA TRADING SPA'],['NORD'],41246,153
UP_DI1079_NORD_C,1294,['FENICE S.P.A.'],['NORD'],2804,358
UP_PRCDSTALLA_1,1295,"['DUFENERGY TRADING SA', 'DXT COMMODITIES SA']",['SUD'],46301,1
UP_LASCLAFANI_1,1296,"['ENEL PRODUZIONE S.P.A.', 'TRAILSTONE GMBH']",['SICI'],275.47,0.01
UP_DI0526_NORD_G,1297,['HERA TRADING S.R.L.'],['NORD'],16244,1
UPV_SWGM106135O,1298,['VATTENFALL ENERGY TRADING GMBH'],['SVIZ'],162,1
UP_CRLUVA16MW_1,1299,"['TRAILSTONE GMBH', 'ENEL PRODUZIONE S.P.A.']",['SUD'],23793,1
UP_DI0228_CSUD_C,1300,['DOLOMITI ENERGIA TRADING SPA'],['CSUD'],15693,1
UP_DI0228_CNOR_C,1301,['DOLOMITI ENERGIA TRADING SPA'],['CNOR'],58038,1
UP_DI0182_SUD_C,1302,['ENEL PRODUZIONE S.P.A.'],['SUD'],177129,5.57
UP_CREVOLA_D_1,1303,"['Bilateralista', 'ENEL PRODUZIONE S.P.A.']",['NORD'],131.52,45.92
UP_DI1621_CSUD_C,1304,['ENERGY.DIS S.R.L.'],['CSUD'],29.7,1
UP_BAGNORE4_1,1305,['ENEL PRODUZIONE S.P.A.'],['CNOR'],79.2,20.1
UP_DLCTEOLICO_1,1306,"['DUFERCO ENERGIA S.p.A.', 'ENEL PRODUZIONE S.P.A.']",['SUD'],35928,1
UP_CRGNLPZZMR_1,1307,"['DUFERCO ENERGIA S.p.A.', 'DUFENERGY TRADING SA', 'DXT COMMODITIES SA']",['SUD'],86751,1
UP_CGCNTRCTTA_1,1308,['2V ENERGY SRL'],['NORD'],19.35,1.65
UP_CNTRLDCGNR_48,1309,"['Bilateralista', 'ENGIE ITALIA SPA', 'EDELWEISS ENERGIA S.P.A.']",['CSUD'],54168,42
UP_DI0182_SARD_C,1310,['ENEL PRODUZIONE S.P.A.'],['SARD'],24587,1
UP_CARONA_1,1311,"['Bilateralista', 'ENEL PRODUZIONE S.P.A.']",['NORD'],194724,0
UP_AEM-LOVER_1,1312,"['Bilateralista', 'A2A SPA']",['NORD'],168,3
UP_DI0182_SARD_A,1313,['ENEL PRODUZIONE S.P.A.'],['SARD'],13428,188
UP_SNGRGRMGNO_1,1314,"['EDISON SPA', 'ENEL PRODUZIONE S.P.A.']",['CSUD'],79492,1
UP_PONTE_ANN_1,1315,"['Bilateralista', 'ENEL PRODUZIONE S.P.A.']",['CSUD'],9,1
UP_MONTAGUTO_1,1316,"['DUFERCO ENERGIA S.p.A.', 'ENEL PRODUZIONE S.P.A.']",['CSUD'],68974,1
UP_DI2564_NORD_C,1317,['FENIX SRL'],['NORD'],52193,0.42
UP_CNTRLDRLTT_51,1318,"['Bilateralista', 'EDELWEISS ENERGIA S.P.A.']",['NORD'],37303,0.03
UP_DI0029_SUD_C,1319,['C.U.RA. CONSORZIO UTILITIES RAVENNA S.C.R.L.'],['SUD'],40327,1
UP_BATTIGGIO_1,1320,['EDISON SPA'],['NORD'],54,0
UP_BRGNTNRGIA_1,1321,"['DUFENERGY TRADING SA', 'DXT COMMODITIES SA']",['SUD'],93779,1
UP_FORNO_DI_1,1322,"['ENEL PRODUZIONE S.P.A.', 'Bilateralista']",['NORD'],18.9,0.1
UP_DI0182_NORD_G,1323,['ENEL PRODUZIONE S.P.A.'],['NORD'],16785,1
UP_DI1900_NORD_G,1324,['YOUTRADE SPA - IN LIQUIDAZIONE'],['NORD'],25599,298
UP_DI1928_CNOR_C,1325,"['ECOWAY SPA', 'ZENERGIA SRL']",['CNOR'],1982,1
UP_CMGMRANDIN_1,1326,['DOLOMITI ENERGIA TRADING SPA'],['NORD'],21483,3069
UP_DI2252_NORD_G,1327,"['Bilateralista', 'EDLO ENERGY SRL', 'EDLO ENERGY SPA']",['NORD'],11051,1
UP_DI1174_NORD_G,1328,['ELECTRADE SPA'],['NORD'],141477,1
UP_DI0182_CSUD_G,1329,['ENEL PRODUZIONE S.P.A.'],['CSUD'],8702,2
UPV_SWGDOEETSNRO,1330,['EN.E.R. TRADING S.p.A.'],['SVIZ'],150,5
UP_DI1970_CNOR_C,1331,"['Bilateralista', 'CER SCARL']",['CNOR'],2.9,0.05
UP_MSSRVNCLLI_1,1332,['ENECO SRL'],['SUD'],1.25,0.75
UP_PRIOLO_C_1,1333,"['Bilateralista', 'ENEL PRODUZIONE S.P.A.']",['PRGP'],1475,0
UP_DI2643_SUD_C,1334,['NEWATT SRL'],['SUD'],101,1
UP_DI1170_NORD_G,1335,"['Bilateralista', 'EDELWEISS ENERGIA S.P.A.']",['NORD'],118961,1043
UP_MDACORTALE_1,1336,['ENEL PRODUZIONE S.P.A.'],['ROSN'],110554,211
UP_PRCLCDLSSI_1,1337,['AXPO ITALIA SPA'],['SARD'],327323,111
UP_DI0029_CNOR_C,1338,['C.U.RA. CONSORZIO UTILITIES RAVENNA S.C.R.L.'],['CNOR'],19295,1432
UP_PRCLCMNTCT_2,1339,"['DUFENERGY TRADING SA', 'DXT COMMODITIES SA']",['SUD'],187286,66
UP_DI0182_CNOR_G,1340,['ENEL PRODUZIONE S.P.A.'],['CNOR'],1488,65
UP_DI0029_CNOR_B,1341,['C.U.RA. CONSORZIO UTILITIES RAVENNA S.C.R.L.'],['CNOR'],33288,3
UP_COGOLO_2,1342,['DOLOMITI ENERGIA TRADING SPA'],['NORD'],168,0.05
UP_DI2428_CNOR_C,1343,"['Bilateralista', 'ERG POWER GENERATION S.P.A.']",['CNOR'],29.9,3861
UP_DI2373_SUD_C,1344,['API N??VA ENERGIA A R.L.'],['SUD'],9961,1
UPV_SWGDOEBEAKWO,1345,['BKW ENERGIE AG'],['SVIZ'],564,1
UP_DI1621_CNOR_C,1346,['ENERGY.DIS S.R.L.'],['CNOR'],75,2
UP_CLFRRRCSSN_1,1347,['DUFERCO ENERGIA S.p.A.'],['NORD'],27546,215
UP_GGSVDDLBA2_1,1348,['ERG POWER GENERATION S.P.A.'],['SARD'],65035,11
UP_DI0156_CNOR_B,1349,"['Bilateralista', 'ALPIQ ENERGIA ITALIA S.p.A.']",['CNOR'],86288,442
UP_DI2561_NORD_G,1350,['GREEN NETWORK SPA'],['NORD'],652,1
UP_CIMEGO_1,1351,['DOLOMITI ENERGIA TRADING SPA'],['NORD'],930,0
UP_DI1676_SICI_C,1352,['Bilateralista'],['SICI'],0.38,1
UP_DI0107_NORD_C,1353,"['Bilateralista', 'GEOENERGIE S.P.A.']",['NORD'],12.84,2.36
UP_DI2163_SARD_C,1354,['ENERGY.TRADE SRL'],['SARD'],1.6,1
UP_DI1918_NORD_A,1355,['Bilateralista'],['NORD'],3.86,0.5
UP_DI0062_SUD_B,1356,['AXPO ITALIA SPA'],['SUD'],11693,5
UP_DI2513_NORD_B,1357,"['Bilateralista', '4ENERGIA SRL']",['NORD'],58757,22
UP_PALLANZENO_2,1358,"['ENEL PRODUZIONE S.P.A.', 'Bilateralista']",['NORD'],59426,4
UP_DI1621_SARD_C,1359,['ENERGY.DIS S.R.L.'],['SARD'],17.4,1
UP_ETASRL_1,1360,['AXPO ITALIA SPA'],['SUD'],54.21,1.36
UP_DI2514_SUD_C,1361,['Bilateralista'],['SUD'],6472,1
UP_CHP_1,1362,"['EGO TRADE SRL', 'EGO TRADE SPA']",['NORD'],30,1
UP_DI0062_NORD_B,1363,['AXPO ITALIA SPA'],['NORD'],82189,1
UP_DI0062_CNOR_C,1364,['AXPO ITALIA SPA'],['CNOR'],49645,1
UP_DI1174_CNOR_C,1365,['ELECTRADE SPA'],['CNOR'],78973,1
UP_CNTRLCGNRZ_7,1366,['DOLOMITI ENERGIA TRADING SPA'],['NORD'],29974,1586
UP_DI2336_NORD_C,1367,['GNERA ENERGIA Y TECNOLOGIA'],['NORD'],109851,1
UP_DI0029_NORD_B,1368,['C.U.RA. CONSORZIO UTILITIES RAVENNA S.C.R.L.'],['NORD'],46289,1
UP_DI1170_CSUD_A,1369,"['Bilateralista', 'EDELWEISS ENERGIA S.P.A.']",['CSUD'],18324,0.32
UP_DI2599_NORD_C,1370,"['Bilateralista', 'ITAL GREEN ENERGY SRL']",['NORD'],21495,1
UPV_HELDOESTTKRR,1371,['STATKRAFT MARKETS GMBH'],['GREC'],60,2
UP_DI0029_CSUD_C,1372,['C.U.RA. CONSORZIO UTILITIES RAVENNA S.C.R.L.'],['CSUD'],71985,1
